BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
29099,85,2018,8,3,0,3,0,0,3,3,0,4,0,0,0,152.1,0,0
29100,71,2018,5,30,1,3,0,0,0,2,0,4,0,0,0,119.85,1,0
29101,37,2018,5,13,0,1,2,0,0,1,0,4,0,0,0,116.1,0,0
29102,3,2018,6,27,1,0,0,0,0,1,0,1,0,0,0,0.0,0,0
29103,5,2018,4,5,0,1,0,0,0,1,0,2,1,0,1,89.0,1,0
29104,386,2018,10,23,2,0,1,0,0,2,0,4,0,0,0,115.0,1,0
29105,25,2018,7,2,1,1,0,0,3,3,0,4,0,0,0,187.0,0,0
29106,1,2018,4,1,0,1,0,1,0,1,0,2,1,0,3,67.0,1,0
29107,7,2018,6,19,2,2,0,0,3,2,0,4,0,0,0,156.0,1,0
29108,5,2018,4,4,3,5,0,0,3,2,0,4,0,0,0,126.75,0,0
29109,24,2018,10,16,2,1,2,0,0,2,0,4,0,0,0,107.1,1,0
29110,52,2018,11,19,2,1,0,0,0,2,0,4,0,0,0,93.6,2,0
29111,56,2018,6,8,0,1,0,0,0,2,0,3,0,0,0,120.0,0,0
29112,2,2018,5,31,0,3,2,0,0,1,0,4,0,0,0,87.78,0,0
29113,4,2017,8,8,2,1,1,0,0,2,0,3,0,0,0,94.5,0,0
29114,60,2017,12,9,0,4,0,0,0,2,0,4,0,0,0,96.3,1,0
29115,268,2018,4,8,2,3,0,0,0,2,0,3,0,0,0,78.0,0,0
29116,2,2018,10,11,0,1,0,1,0,2,0,4,0,0,0,169.0,2,0
29117,94,2018,7,8,2,2,0,0,3,3,0,4,0,0,0,146.7,1,0
29118,70,2017,10,22,0,3,0,0,0,2,0,4,0,0,0,89.25,1,0
29119,78,2018,4,10,2,2,2,0,0,2,0,4,0,0,0,80.75,1,0
29120,213,2018,6,7,0,3,0,0,0,2,0,4,0,0,0,130.0,0,0
29121,209,2018,10,21,2,3,0,0,3,3,0,4,0,0,0,128.7,1,0
29122,69,2018,3,20,2,3,0,0,0,2,0,4,0,0,0,90.95,1,0
29123,67,2017,12,5,2,1,2,0,0,2,0,4,0,0,0,95.4,2,0
29124,0,2018,10,15,0,1,2,0,0,1,0,4,0,0,0,140.0,0,1
29125,58,2018,6,10,0,1,2,0,0,2,0,4,0,0,0,116.1,1,0
29126,5,2018,6,21,0,2,0,0,3,2,0,4,0,0,0,156.0,1,0
29127,82,2018,3,24,1,3,0,0,3,2,0,4,0,0,0,99.45,0,0
29128,2,2018,6,10,0,2,0,0,3,2,0,4,0,0,0,136.0,1,0
29129,26,2018,6,8,0,1,0,0,0,2,0,3,0,0,0,120.0,0,0
29130,1,2018,11,29,0,1,0,0,0,1,0,3,0,0,0,75.0,0,0
29131,386,2018,10,23,2,0,1,0,0,2,0,4,0,0,0,115.0,1,0
29132,273,2017,7,17,0,2,1,0,0,2,0,4,0,0,0,109.0,0,0
29133,188,2018,6,15,0,2,0,0,0,1,0,4,0,0,0,130.0,0,0
29134,1,2018,2,3,0,1,0,0,0,1,0,2,0,0,0,66.0,1,0
29135,1,2018,4,9,2,1,0,0,0,1,0,4,0,0,0,115.0,1,0
29136,110,2018,4,20,0,2,0,0,3,2,0,4,0,0,0,90.95,0,0
29137,25,2018,10,3,1,1,2,0,0,2,0,4,0,0,0,129.0,1,0
29138,105,2018,6,11,2,5,0,0,0,2,0,4,0,0,0,119.85,2,0
29139,245,2018,6,17,0,2,0,0,0,2,0,4,0,0,0,75.0,0,0
29140,27,2018,6,29,0,3,0,0,3,2,0,4,0,0,0,125.25,1,0
29141,85,2018,6,20,1,2,0,0,0,2,0,4,0,0,0,126.9,0,0
29142,265,2018,6,24,0,2,1,0,0,2,0,4,0,0,0,109.0,0,0
29143,64,2018,4,15,2,3,0,0,3,2,0,4,0,0,0,112.2,0,0
29144,0,2017,10,1,0,1,0,0,0,1,0,2,0,0,0,109.0,1,1
29145,36,2018,12,28,0,4,0,0,0,2,0,4,0,0,0,168.73,0,0
29146,32,2017,9,5,2,1,0,0,0,2,0,4,0,0,0,94.5,3,1
29147,3,2017,9,7,1,1,0,0,0,1,0,3,0,0,0,98.8,0,0
29148,8,2018,6,19,1,0,1,0,6,2,0,1,1,0,1,0.0,1,0
29149,0,2017,8,25,0,2,0,0,5,2,2,4,0,0,0,156.0,1,1
29150,34,2018,6,14,0,3,2,0,0,2,0,4,0,0,0,107.1,1,0
29151,122,2018,5,12,0,2,0,0,0,2,0,4,0,0,0,105.3,1,0
29152,116,2018,2,28,2,1,0,0,0,1,0,3,0,0,0,82.0,0,0
29153,12,2018,2,6,2,2,2,0,0,2,0,4,0,0,0,55.72,0,0
29154,37,2018,10,13,0,3,0,0,0,2,0,3,0,0,0,105.0,0,0
29155,10,2018,1,28,0,1,0,0,0,1,0,2,0,0,0,66.0,0,0
29156,43,2018,5,31,0,3,0,0,0,1,0,4,0,0,0,115.5,0,0
29157,170,2018,4,8,2,3,0,0,0,2,0,3,0,0,0,78.0,0,0
29158,1,2018,2,27,0,1,0,0,0,2,0,4,0,0,0,103.0,1,0
29159,77,2018,5,1,2,0,2,1,0,2,0,4,0,0,0,125.1,0,0
29160,4,2018,1,28,0,3,0,1,0,1,0,4,0,0,0,95.0,1,0
29161,68,2018,9,9,1,2,1,0,0,2,1,4,0,0,0,166.35,2,0
29162,40,2018,5,13,1,2,0,0,6,2,0,4,0,0,0,203.73,2,0
29163,188,2018,6,15,0,2,0,0,0,1,0,4,0,0,0,130.0,0,0
29164,256,2018,8,31,0,4,0,0,0,2,0,4,0,0,0,90.95,0,0
29165,16,2018,11,16,0,1,0,0,0,2,0,4,0,0,0,93.0,0,0
29166,105,2018,10,12,0,3,0,0,0,2,0,3,0,0,0,75.0,0,0
29167,54,2018,7,2,2,5,0,0,0,2,0,4,0,0,0,119.7,0,0
29168,222,2018,8,14,4,10,0,0,5,2,2,4,0,0,0,158.95,0,0
29169,17,2017,10,15,2,3,0,0,0,2,0,4,0,0,0,94.95,1,0
29170,7,2018,12,30,1,2,2,0,0,2,0,4,0,0,0,120.0,0,0
29171,6,2018,3,4,0,1,2,0,0,2,0,4,0,0,0,91.0,0,0
29172,25,2018,4,15,2,3,1,0,0,2,0,4,0,0,0,149.4,0,0
29173,5,2018,5,24,0,2,0,0,0,1,0,2,0,0,0,100.0,0,0
29174,18,2017,12,1,0,2,0,0,0,2,0,4,0,0,0,69.0,2,0
29175,166,2018,11,1,0,3,0,0,0,1,0,4,0,0,0,110.0,0,0
29176,68,2018,4,1,2,2,2,0,0,2,0,4,0,0,0,75.65,1,0
29177,292,2018,7,21,0,2,1,0,0,2,0,4,0,0,0,115.0,0,0
29178,0,2017,9,7,1,1,0,0,3,2,0,4,0,0,0,118.8,0,1
29179,257,2017,7,1,0,2,1,0,0,2,0,4,0,0,0,101.5,0,0
29180,155,2018,8,1,3,9,0,0,0,2,1,4,0,0,0,119.71,1,0
29181,91,2018,9,14,0,3,0,0,0,1,0,2,1,3,15,65.0,0,0
29182,76,2018,7,2,0,1,0,0,3,2,0,4,0,0,0,131.4,0,0
29183,4,2018,2,15,1,2,0,0,0,1,0,1,1,0,1,0.0,1,0
29184,14,2018,10,22,0,1,0,0,0,2,0,4,0,0,0,160.0,0,0
29185,6,2018,10,3,1,0,0,0,0,1,0,2,0,0,0,89.0,0,0
29186,60,2018,3,20,2,2,0,0,0,2,0,4,0,0,0,75.0,0,0
29187,301,2018,7,30,1,1,1,0,0,2,0,4,0,0,0,115.0,1,0
29188,81,2017,12,6,1,0,0,0,0,2,0,4,0,0,0,76.5,2,0
29189,54,2018,5,12,2,3,0,0,3,2,0,4,0,0,0,132.6,0,0
29190,130,2018,11,26,2,1,0,0,0,2,0,3,0,0,0,68.0,0,0
29191,221,2018,12,29,0,3,2,0,0,2,0,4,0,0,0,79.5,2,0
29192,1,2017,11,10,0,2,0,0,0,1,0,2,1,0,1,40.0,1,0
29193,2,2017,12,11,0,1,0,0,0,1,0,3,0,0,0,75.0,0,1
29194,156,2018,8,21,2,1,2,1,0,2,0,4,0,0,0,103.5,0,0
29195,0,2017,10,1,0,1,0,0,0,1,0,1,1,0,1,0.0,0,1
29196,46,2018,8,24,0,3,0,0,3,3,0,4,0,0,0,168.3,2,0
29197,17,2018,11,16,0,4,2,0,0,2,0,4,0,0,0,74.8,2,0
29198,159,2018,9,30,2,3,0,0,3,2,0,4,0,0,0,134.46,2,0
29199,17,2017,11,3,0,5,0,0,0,2,0,4,0,0,0,90.95,1,0
29200,9,2018,2,21,2,1,2,0,0,1,0,4,0,0,0,79.0,0,0
29201,5,2018,5,24,0,2,0,0,0,2,0,2,0,0,0,110.0,1,0
29202,19,2017,10,7,0,1,0,0,0,1,0,2,0,0,0,85.5,0,0
29203,0,2018,6,17,0,1,2,0,0,2,0,4,0,0,0,129.0,1,1
29204,29,2018,12,2,0,2,0,0,0,2,0,2,0,0,0,85.0,0,1
29205,11,2018,10,10,1,1,0,0,3,2,0,3,0,0,0,107.0,0,0
29206,73,2018,4,3,2,1,2,0,0,2,1,4,0,0,0,94.0,1,0
29207,186,2018,7,12,0,5,0,0,0,2,0,4,0,0,0,90.95,2,0
29208,263,2017,9,21,1,0,0,0,0,1,0,3,0,0,0,59.5,0,0
29209,39,2017,8,14,0,2,1,0,0,2,0,3,0,0,0,109.0,1,0
29210,19,2018,11,2,0,1,0,0,0,1,0,3,0,0,0,75.0,0,0
29211,5,2017,9,20,2,0,0,0,0,1,0,4,0,0,0,92.4,1,0
29212,0,2018,6,23,0,1,0,0,0,1,0,4,0,0,0,69.84,0,1
29213,15,2017,8,27,0,2,0,0,0,1,0,4,0,0,0,80.0,1,0
29214,141,2018,9,23,0,2,0,0,0,2,0,4,0,0,0,128.8,1,0
29215,0,2018,8,20,0,1,0,0,3,3,0,4,0,0,0,168.3,2,1
29216,59,2017,10,29,0,2,0,0,0,2,0,3,0,0,0,85.0,0,0
29217,56,2018,11,16,0,2,0,0,0,2,0,3,0,0,0,75.0,0,0
29218,36,2018,5,21,2,2,0,0,0,2,0,4,0,0,0,126.9,2,0
29219,93,2018,10,15,2,1,0,0,0,1,0,4,0,0,0,115.0,0,0
29220,92,2018,10,29,1,1,0,0,1,0,2,4,0,0,0,81.5,2,0
29221,8,2018,6,26,2,1,0,0,3,2,0,3,0,0,0,107.0,0,0
29222,12,2017,8,30,1,0,0,0,0,2,0,4,0,0,0,90.0,2,0
29223,141,2018,11,25,0,2,0,0,0,2,0,4,0,0,0,90.0,0,0
29224,37,2018,2,22,1,2,2,0,0,2,0,4,0,0,0,69.9,0,0
29225,88,2018,3,23,0,4,0,0,0,2,0,4,0,0,0,88.7,0,0
29226,0,2017,8,3,1,0,0,0,3,2,0,1,0,0,0,0.0,0,1
29227,81,2018,10,21,1,2,0,0,0,2,1,4,0,0,0,135.0,0,0
29228,4,2017,10,13,0,1,0,0,0,1,0,1,0,0,0,0.0,0,0
29229,57,2017,9,19,2,3,2,0,0,2,0,4,0,0,0,66.53,1,0
29230,8,2018,2,5,0,2,0,0,0,2,0,4,0,0,0,91.0,1,0
29231,1,2018,8,24,0,2,2,0,0,2,0,4,0,0,0,99.33,1,0
29232,52,2018,5,27,1,2,0,0,0,2,0,3,0,0,0,85.0,0,0
29233,71,2018,12,6,0,4,0,0,0,3,0,3,0,0,0,105.0,0,1
29234,192,2018,6,24,0,2,0,0,0,1,0,3,0,0,0,95.0,0,0
29235,1,2018,7,12,0,3,0,0,0,2,0,4,0,0,0,116.27,1,0
29236,22,2017,9,1,1,5,0,0,0,2,0,4,0,0,0,105.0,2,0
29237,100,2018,9,28,0,4,0,0,0,2,0,4,0,0,0,100.0,0,0
29238,4,2018,3,23,0,1,0,0,0,2,0,3,0,0,0,72.0,1,0
29239,1,2018,6,14,0,4,2,0,0,1,0,4,0,0,0,121.5,1,0
29240,31,2018,9,16,0,1,2,0,0,2,0,4,0,0,0,125.1,1,0
29241,97,2017,12,29,0,4,0,0,3,2,0,3,0,0,0,60.5,1,0
29242,86,2018,3,23,0,4,0,0,0,2,0,4,0,0,0,88.83,1,0
29243,1,2017,9,2,0,2,0,0,0,1,0,2,0,0,0,65.0,0,0
29244,2,2017,8,15,2,1,1,0,0,1,0,4,0,0,0,72.5,0,0
29245,38,2018,6,20,1,3,0,0,0,2,0,4,0,0,0,88.8,0,0
29246,16,2018,10,2,2,1,0,0,0,1,0,2,0,0,0,95.0,0,0
29247,24,2018,12,30,0,1,0,0,5,2,2,4,0,0,0,206.0,0,0
29248,10,2017,8,18,0,5,0,0,0,2,0,4,0,0,0,90.0,1,0
29249,59,2018,11,18,2,2,0,0,0,2,0,3,0,0,0,75.0,0,0
29250,276,2018,9,22,0,3,0,0,0,1,0,3,0,0,0,95.67,0,0
29251,18,2018,9,15,1,3,0,0,3,2,0,4,0,0,0,105.64,1,0
29252,1,2018,11,8,0,4,2,0,0,2,0,4,0,0,0,159.38,2,0
29253,22,2018,7,21,0,2,0,0,5,2,2,4,0,0,0,240.0,1,0
29254,7,2017,9,21,1,4,0,0,0,2,0,4,0,0,0,143.2,2,0
29255,54,2018,12,24,2,2,0,0,0,2,0,4,0,0,0,88.4,1,0
29256,153,2018,12,29,2,3,0,0,0,2,1,4,0,0,0,122.91,0,0
29257,14,2018,5,18,0,4,0,0,0,2,0,3,0,0,0,72.0,1,0
29258,10,2018,3,7,1,3,0,0,4,1,0,2,0,0,0,107.0,0,0
29259,66,2018,9,2,1,2,2,0,0,2,0,4,0,0,0,87.3,1,0
29260,16,2018,12,21,0,1,0,0,0,2,1,4,0,0,0,105.4,2,0
29261,9,2017,9,10,1,3,0,0,3,2,0,3,0,0,0,63.75,0,0
29262,0,2017,8,10,1,3,2,0,0,2,0,4,0,0,0,115.0,0,1
29263,88,2018,12,18,2,1,0,0,0,2,0,3,0,0,0,75.0,0,1
29264,3,2018,3,17,0,1,0,0,0,1,0,2,1,0,1,79.0,1,0
29265,110,2018,10,9,2,1,0,0,0,1,0,4,0,0,0,80.0,0,0
29266,71,2017,9,22,0,3,0,0,0,2,0,3,0,0,0,95.0,0,0
29267,37,2018,10,13,0,3,0,0,0,2,0,3,0,0,0,105.0,0,0
29268,10,2018,11,15,0,2,0,0,0,1,0,4,0,0,0,103.0,2,0
29269,3,2017,12,3,2,3,0,0,0,2,0,3,0,0,0,58.0,0,1
29270,29,2017,9,15,0,1,0,0,0,2,0,4,0,0,0,105.0,1,0
29271,191,2018,11,25,0,1,2,0,0,2,0,4,0,0,0,71.1,0,0
29272,54,2018,11,16,0,3,2,0,0,2,0,4,0,0,0,57.93,1,0
29273,109,2018,7,13,2,4,2,0,0,2,0,4,0,0,0,68.72,0,0
29274,102,2017,10,16,0,2,1,0,0,1,0,4,0,0,0,80.0,0,0
29275,7,2018,9,22,0,1,0,0,3,1,0,4,0,0,0,150.15,1,0
29276,33,2018,5,9,1,4,0,0,0,2,0,4,0,0,0,97.71,1,0
29277,124,2018,8,1,1,3,0,0,0,2,0,4,0,0,0,105.3,1,0
29278,85,2018,8,29,1,3,0,0,3,2,1,4,0,0,0,143.1,0,0
29279,12,2018,9,18,2,1,2,0,0,2,0,4,0,0,0,142.33,1,0
29280,113,2018,6,30,1,3,0,0,0,2,0,4,0,0,0,85.0,0,0
29281,28,2018,5,21,0,1,0,0,0,2,0,4,0,0,0,141.0,1,0
29282,7,2018,10,19,0,2,2,0,0,1,0,4,0,0,0,103.18,1,0
29283,1,2018,8,1,1,1,0,1,0,1,0,4,0,0,0,124.0,1,0
29284,69,2018,6,30,2,3,0,1,3,2,0,4,0,0,0,140.4,1,0
29285,1,2018,1,2,2,1,0,0,0,2,0,4,0,0,0,71.84,0,0
29286,57,2018,10,17,1,3,0,0,3,3,0,4,0,0,0,158.4,1,0
29287,64,2018,11,9,1,4,0,0,3,2,0,4,0,0,0,138.24,0,0
29288,103,2018,7,11,1,3,0,0,0,2,0,4,0,0,0,107.55,0,0
29289,192,2018,6,24,0,2,0,0,0,1,0,3,0,0,0,95.0,0,0
29290,64,2018,5,17,0,2,0,0,0,1,0,2,0,0,0,130.0,0,0
29291,113,2018,11,27,2,5,0,0,0,2,0,4,0,0,0,85.0,2,0
29292,11,2018,5,24,0,3,1,0,0,2,0,3,0,0,0,160.0,0,0
29293,14,2018,8,31,0,1,0,0,0,1,0,4,0,0,0,124.0,1,0
29294,106,2018,5,29,2,1,0,0,0,2,0,3,0,0,0,80.75,1,0
29295,34,2018,10,8,2,1,0,0,3,3,0,4,0,0,0,170.4,1,0
29296,98,2018,12,8,0,3,2,0,0,2,0,4,0,0,0,79.2,2,0
29297,70,2018,4,12,0,4,0,0,1,2,0,3,0,0,0,95.0,0,0
29298,317,2018,9,15,0,2,0,0,0,2,0,4,0,0,0,120.0,0,0
29299,59,2018,9,1,0,3,0,0,3,2,0,4,0,0,0,123.3,2,0
29300,29,2018,4,14,0,3,0,0,3,2,0,3,0,0,0,90.95,0,0
29301,292,2018,7,21,0,2,1,0,0,2,0,4,0,0,0,115.0,0,0
29302,32,2017,10,24,1,1,0,0,3,1,0,4,0,0,0,136.0,1,0
29303,9,2018,2,6,2,6,2,0,0,2,0,4,0,0,0,62.58,1,0
29304,12,2017,8,27,2,3,0,0,0,2,1,4,0,0,0,90.0,2,0
29305,101,2017,12,31,1,3,0,0,3,2,0,3,0,0,0,61.5,0,0
29306,35,2018,5,22,2,1,2,0,0,2,0,4,0,0,0,98.1,0,0
29307,35,2018,5,16,1,0,0,0,0,1,0,2,0,0,0,89.0,0,0
29308,13,2017,11,8,2,2,0,0,0,2,0,4,0,0,0,90.95,1,0
29309,256,2018,6,15,0,2,1,0,0,2,0,4,0,0,0,124.0,1,0
29310,91,2018,7,16,2,1,0,0,3,2,0,4,0,0,0,118.8,2,0
29311,219,2017,9,4,0,1,1,0,0,2,0,4,0,0,0,108.0,0,0
29312,116,2018,7,28,0,1,0,0,3,3,0,4,0,0,0,137.7,1,0
29313,13,2018,10,17,1,2,2,0,0,2,0,4,0,0,0,140.0,2,0
29314,5,2018,3,8,0,2,1,0,0,1,0,4,0,0,0,1.0,0,0
29315,14,2017,10,15,0,2,0,0,0,1,0,3,0,0,0,100.0,0,0
29316,37,2018,8,21,2,1,0,0,0,2,0,4,0,0,0,135.9,0,0
29317,119,2018,6,28,0,1,0,0,0,2,1,4,0,0,0,112.5,0,0
29318,301,2018,11,18,0,2,0,0,0,2,0,4,0,0,0,52.0,0,0
29319,0,2017,8,17,1,0,2,0,3,2,0,4,0,0,0,129.0,0,0
29320,6,2018,2,28,2,0,0,0,0,2,0,3,0,0,0,54.0,0,0
29321,100,2017,10,16,0,1,1,0,0,2,0,4,0,0,0,108.0,0,0
29322,95,2018,4,17,2,1,0,0,0,2,0,4,0,0,0,90.3,1,0
29323,34,2018,8,8,1,2,1,0,0,2,1,4,0,0,0,194.85,1,0
29324,159,2018,8,2,0,3,0,0,0,2,0,3,0,0,0,82.44,1,0
29325,99,2018,2,19,0,2,0,0,0,1,0,2,0,0,0,81.0,0,0
29326,26,2018,6,14,0,3,0,0,0,2,0,4,0,0,0,111.35,0,0
29327,221,2017,10,10,2,1,0,0,0,2,0,3,0,0,0,65.0,0,0
29328,2,2018,1,7,0,3,0,0,1,2,0,4,0,0,0,77.25,0,0
29329,17,2018,9,8,0,1,0,0,3,2,0,4,0,0,0,118.58,1,0
29330,221,2018,8,31,0,1,0,0,0,2,1,4,0,0,0,112.5,0,0
29331,83,2018,10,19,0,4,0,0,3,2,0,4,0,0,0,132.3,2,0
29332,150,2018,1,2,2,1,1,0,0,2,0,3,0,0,0,101.0,0,0
29333,4,2018,2,14,2,1,0,0,0,1,0,2,1,0,2,68.0,0,0
29334,205,2017,7,25,2,1,0,0,0,2,0,4,0,0,0,76.5,2,0
29335,118,2018,11,3,0,3,0,0,0,2,0,4,0,0,0,90.0,1,0
29336,11,2018,2,12,1,2,0,0,3,2,0,3,0,0,0,73.6,2,0
29337,74,2017,9,18,0,2,1,0,0,2,0,3,0,0,0,109.0,0,0
29338,57,2018,6,10,1,2,0,0,0,1,0,3,0,0,0,75.33,0,0
29339,271,2018,9,21,0,3,0,0,0,2,0,4,0,0,0,101.33,1,0
29340,0,2018,8,25,0,1,1,0,0,1,0,3,0,0,0,90.0,0,1
29341,13,2018,1,20,1,4,0,0,0,2,0,4,0,0,0,80.3,1,0
29342,26,2018,9,3,1,1,0,0,0,2,0,4,0,0,0,131.0,1,0
29343,17,2018,3,17,0,2,0,0,0,2,0,2,0,0,0,80.0,0,0
29344,39,2018,3,25,2,2,0,0,0,2,1,4,0,0,0,134.1,0,0
29345,145,2017,8,29,2,1,1,0,0,1,0,3,0,0,0,72.5,0,0
